4/1/2014 0:11,40.769,-73.9549,B02512
4/1/2014 0:17,40.7267,-74.0345,B02512
4/1/2014 0:21,40.7316,-73.9873,B02512
4/1/2014 0:28,40.7588,-73.9776,B02512
4/1/2014 0:33,40.7594,-73.9722,B02512
4/1/2014 0:33,40.7383,-74.0403,B02512
4/1/2014 0:39,40.7223,-73.9887,B02512
4/1/2014 0:45,40.762,-73.979,B02512
4/1/2014 0:55,40.7524,-73.996,B02512
4/1/2014 1:01,40.7575,-73.9846,B02512
4/1/2014 1:19,40.7256,-73.9869,B02512
4/1/2014 1:48,40.7591,-73.9684,B02512
4/1/2014 1:49,40.7271,-73.9803,B02512
4/1/2014 2:11,40.6463,-73.7896,B02512
4/1/2014 2:25,40.7564,-73.9167,B02512
4/1/2014 2:31,40.7666,-73.9531,B02512
4/1/2014 2:43,40.758,-73.9761,B02512
4/1/2014 3:22,40.7238,-73.9821,B02512
4/1/2014 3:35,40.7531,-74.0039,B02512
4/1/2014 3:35,40.7389,-74.0393,B02512
